Time,cyber_I_PhaseA,cyber_I_PhaseB,cyber_I_PhaseC,cyber_V_PhaseA,cyber_V_PhaseB,cyber_V_PhaseC,fault_classification,flag_detection,flag_cyber
3.1299,0.127973541,0.39962187,-0.527595411,0.139416839,0.763260922,-0.90267776,0,0,0
3.12995,0.119544211,0.405510975,-0.525055186,0.12429334,0.77261624,-0.89690958,0,0,0
3.13,0.111085386,0.411300027,-0.522385412,0.109139174,0.781780927,-0.890920101,0,0,0
3.13005,0.102599151,0.416987596,-0.519586747,0.09395808,0.790752721,-0.884710801,0,0,0
3.1301,0.094087602,0.42257228,-0.516659882,0.078753803,0.799529409,-0.878283212,0,0,0
3.13015,0.085552838,0.428052701,-0.513605539,0.063530094,0.808108825,-0.871638919,0,0,0
3.1302,0.076996966,0.433427506,-0.510424471,0.04829071,0.816488853,-0.864779563,0,0,0
3.13025,0.068422095,0.438695369,-0.507117464,0.033039412,0.824667424,-0.857706835,0,0,0
3.1303,0.059830342,0.443854991,-0.503685333,0.017779961,0.83264252,-0.850422481,0,0,0
3.13035,0.051223828,0.448905098,-0.500128926,0.002516124,0.840412174,-0.842928298,0,0,0
3.1304,0.042604674,0.453844445,-0.496449118,-0.012748335,0.84797447,-0.835226135,0,0,0
3.13045,0.033975008,0.458671812,-0.49264682,-0.028009648,0.85532754,-0.827317892,0,0,0
3.1305,0.02533696,0.463386009,-0.488722968,-0.04326405,0.862469571,-0.819205521,0,0,0
3.13055,0.01669266,0.467985872,-0.484678532,-0.058507777,0.869398801,-0.810891024,0,0,0
3.1306,0.008044241,0.472470267,-0.480514508,-0.073737068,0.876113519,-0.802376451,0,0,0
3.13065,-0.000606163,0.476838086,-0.476231924,-0.088948166,0.882612069,-0.793663904,0,0,0
3.1307,-0.009256416,0.481088254,-0.471831837,-0.104137317,0.888892849,-0.784755532,0,0,0
3.13075,-0.017904386,0.485219719,-0.467315333,-0.119300774,0.894954307,-0.775653533,0,0,0
3.1308,-0.026547939,0.489231464,-0.462683525,-0.134434795,0.900794948,-0.766360153,0,0,0
3.13085,-0.035184941,0.493122499,-0.457937558,-0.149535646,0.906413332,-0.756877686,0,0,0
3.1309,-0.043813262,0.496891863,-0.453078601,-0.164599602,0.911808072,-0.74720847,0,0,0
3.13095,-0.052430772,0.500538626,-0.448107854,-0.179622945,0.916977837,-0.737354892,0,0,0
3.131,-0.061035346,0.504061889,-0.443026543,-0.194601969,0.921921352,-0.727319383,0,0,0
3.13105,-0.069624861,0.507460782,-0.437835922,-0.209532978,0.926637396,-0.717104418,0,0,0
3.1311,-0.078197196,0.510734467,-0.432537271,-0.224412287,0.931124806,-0.706712519,0,0,0
3.13115,-0.086750238,0.513882136,-0.427131898,-0.239236227,0.935382475,-0.696146248,0,0,0
3.1312,-0.095281875,0.516903012,-0.421621137,-0.254001138,0.939409353,-0.685408214,0,0,0
3.13125,-0.103790003,0.51979635,-0.416006347,-0.268703378,0.943204445,-0.674501066,0,0,0
3.1313,-0.112272522,0.522561436,-0.410288914,-0.28333932,0.946766815,-0.663427495,0,0,0
3.13135,-0.12072734,0.525197587,-0.404470248,-0.297905352,0.950095586,-0.652190233,0,0,0
3.1314,-0.12915237,0.527704155,-0.398551785,-0.312397881,0.953189934,-0.640792053,0,0,0
3.13145,-0.137545533,0.530080519,-0.392534985,-0.326813329,0.956049097,-0.629235767,0,0,0
3.1315,-0.145904759,0.532326093,-0.386421334,-0.341148142,0.958672369,-0.617524227,0,0,0
3.13155,-0.154227986,0.534440324,-0.380212338,-0.355398781,0.961059103,-0.605660322,0,0,0
3.1316,-0.162513159,0.53642269,-0.373909531,-0.369561731,0.96320871,-0.593646979,0,0,0
3.13165,-0.170758234,0.538272702,-0.367514467,-0.383633498,0.96512066,-0.581487162,0,0,0
3.1317,-0.178961177,0.539989902,-0.361028725,-0.397610608,0.96679448,-0.569183872,0,0,0
3.13175,-0.187119965,0.541573869,-0.354453904,-0.411489614,0.968229759,-0.556740145,0,0,0
3.1318,-0.195232583,0.54302421,-0.347791627,-0.425267091,0.969426141,-0.54415905,0,0,0
3.13185,-0.20329703,0.544340568,-0.341043538,-0.43893964,0.970383332,-0.531443693,0,0,0
3.1319,-0.211311317,0.545522618,-0.334211301,-0.452503887,0.971101096,-0.518597209,0,0,0
3.13195,-0.219273466,0.546570069,-0.327296603,-0.465956485,0.971579255,-0.50562277,0,0,0
3.132,-0.227181513,0.547482662,-0.320301149,-0.479294116,0.971817691,-0.492523575,0,0,0
3.13205,-0.235033506,0.548260171,-0.313226665,-0.492513488,0.971816345,-0.479302858,0,0,0
3.1321,-0.242827508,0.548902406,-0.306074898,-0.505611339,0.971575219,-0.46596388,0,0,0
3.13215,-0.250561596,0.549409207,-0.298847611,-0.518584439,0.971094371,-0.452509932,0,0,0
3.1322,-0.258233862,0.54978045,-0.291546588,-0.531429585,0.97037392,-0.438944334,0,0,0
3.13225,-0.265842412,0.550016042,-0.28417363,-0.54414361,0.969414043,-0.425270434,0,0,0
3.1323,-0.27338537,0.550115926,-0.276730557,-0.556723375,0.968214979,-0.411491604,0,0,0
3.13235,-0.280860874,0.550080078,-0.269219204,-0.569165777,0.966777021,-0.397611245,0,0,0
3.1324,-0.288267079,0.549908505,-0.261641426,-0.581467745,0.965100526,-0.383632781,0,0,0
3.13245,-0.295602159,0.549601251,-0.253999091,-0.593626246,0.963185907,-0.369559661,0,0,0
3.1325,-0.302864304,0.54915839,-0.246294086,-0.605638277,0.961033636,-0.355395358,0,0,0
3.13255,-0.310051721,0.548580034,-0.238528312,-0.617500877,0.958644244,-0.341143367,0,0,0
3.1326,-0.317162638,0.547866323,-0.230703684,-0.629211118,0.956018322,-0.326807204,0,0,0
3.13265,-0.3241953,0.547017434,-0.222822134,-0.64076611,0.953156516,-0.312390406,0,0,0
3.1327,-0.331147971,0.546033577,-0.214885606,-0.652163003,0.950059533,-0.29789653,0,0,0
3.13275,-0.338018937,0.544914995,-0.206896058,-0.663398984,0.946728137,-0.283329153,0,0,0
3.1328,-0.344806501,0.543661963,-0.198855461,-0.674471281,0.943163149,-0.268691868,0,0,0
3.13285,-0.35150899,0.54227479,-0.1907658,-0.685377163,0.939365451,-0.253988288,0,0,0
3.1329,-0.358124749,0.540753819,-0.18262907,-0.696113938,0.935335978,-0.23922204,0,0,0
3.13295,-0.364652146,0.539099425,-0.174447279,-0.706678958,0.931075725,-0.224396768,0,0,0
3.133,-0.371089571,0.537312017,-0.166222446,-0.717069615,0.926585743,-0.209516129,0,0,0
3.13305,-0.377435434,0.535392035,-0.1579566,-0.727283346,0.92186714,-0.194583795,0,0,0
3.1331,-0.383688172,0.533339953,-0.149651781,-0.73731763,0.91692108,-0.17960345,0,0,0
3.13315,-0.38984624,0.531156277,-0.141310037,-0.747169993,0.911748784,-0.164578791,0,0,0
3.1332,-0.395908119,0.528841546,-0.132933427,-0.756838002,0.906351527,-0.149513524,0,0,0
3.13325,-0.401872314,0.526396332,-0.124524018,-0.766319273,0.900730641,-0.134411368,0,0,0
3.1333,-0.407737353,0.523821237,-0.116083884,-0.775611466,0.894887514,-0.119276047,0,0,0
3.13335,-0.413501788,0.521116897,-0.107615109,-0.784712289,0.888823586,-0.104111297,0,0,0
3.1334,-0.419164199,0.51828398,-0.099119781,-0.793619496,0.882540354,-0.088920859,0,0,0
3.13345,-0.424723187,0.515323183,-0.090599996,-0.802330889,0.876039369,-0.073708481,0,0,0
3.1335,-0.43017738,0.512235238,-0.082057858,-0.810844318,0.869322235,-0.058477916,0,0,0
3.13355,-0.435525434,0.509020907,-0.073495473,-0.819157685,0.862390608,-0.043232923,0,0,0
3.1336,-0.440766029,0.505680983,-0.064914954,-0.827268936,0.855246199,-0.027977263,0,0,0
3.13365,-0.445897871,0.502216289,-0.056318418,-0.835176071,0.847890771,-0.0127147,0,0,0
3.1337,-0.450919695,0.498627681,-0.047707987,-0.842877138,0.840326138,0.002551,0,0,0
3.13375,-0.455830261,0.494916044,-0.039085784,-0.850370239,0.832554168,0.017816071,0,0,0
3.1338,-0.460628357,0.491082294,-0.030453937,-0.857653523,0.824576777,0.033076746,0,0,0
3.13385,-0.4653128,0.487127377,-0.021814577,-0.864725194,0.816395934,0.04832926,0,0,0
3.1339,-0.469882435,0.483052268,-0.013169834,-0.871583507,0.808013658,0.063569849,0,0,0
3.13395,-0.474336133,0.478857974,-0.004521841,-0.87822677,0.799432017,0.078794754,0,0,0
3.134,-0.478672795,0.474545528,0.004127267,-0.884653344,0.790653127,0.094000217,0,0,0
3.13405,-0.482891353,0.470115996,0.012775357,-0.890861643,0.781679156,0.109182486,0,0,0
3.1341,-0.486990764,0.465570469,0.021420295,-0.896850134,0.772512318,0.124337817,0,0,0
3.13415,-0.490970017,0.46091007,0.030059947,-0.902617342,0.763154873,0.139462469,0,0,0
3.1342,-0.494828131,0.456135948,0.038692183,-0.908161842,0.753609131,0.154552711,0,0,0
3.13425,-0.498564153,0.451249281,0.047314872,-0.913482267,0.743877448,0.169604819,0,0,0
3.1343,-0.502177163,0.446251276,0.055925887,-0.918577304,0.733962224,0.18461508,0,0,0
3.13435,-0.505666267,0.441143164,0.064523103,-0.923445695,0.723865905,0.19957979,0,0,0
3.1344,-0.509030606,0.435926207,0.073104399,-0.928086241,0.713590984,0.214495256,0,0,0
3.13445,-0.512269349,0.430601692,0.081667657,-0.932497794,0.703139995,0.2293578,0,0,0
3.1345,-0.515381698,0.425170932,0.090210765,-0.936679268,0.692515516,0.244163752,0,0,0
3.13455,-0.518366883,0.419635268,0.098731615,-0.94062963,0.68172017,0.258909461,0,0,0
3.1346,-0.52122417,0.413996065,0.107228105,-0.944347906,0.670756619,0.273591287,0,0,0
3.13465,-0.523952852,0.408254715,0.115698137,-0.947833179,0.659627569,0.288205609,0,0,0
3.1347,-0.526552257,0.402412634,0.124139623,-0.951084587,0.648335766,0.302748821,0,0,0
3.13475,-0.529021742,0.396471263,0.132550479,-0.95410133,0.636883996,0.317217334,0,0,0
3.1348,-0.5313607,0.390432069,0.14092863,-0.956882663,0.625275084,0.331607578,0,0,0
3.13485,-0.533568552,0.384296542,0.14927201,-0.959427899,0.613511895,0.345916003,0,0,0
3.1349,-0.535644754,0.378066196,0.157578558,-0.96173641,0.601597331,0.360139079,0,0,0
3.13495,-0.537588794,0.371742567,0.165846227,-0.963807628,0.589534332,0.374273295,0,0,0
3.135,-0.539400192,0.365327217,0.174072975,-0.96564104,0.577325875,0.388315165,0,0,0
3.13505,-0.541078501,0.358821727,0.182256774,-0.967236195,0.56497497,0.402261225,0,0,0
3.1351,-0.542623307,0.352227704,0.190395603,-0.968592699,0.552484667,0.416108032,0,0,0
3.13515,-0.544034229,0.345546774,0.198487455,-0.969710217,0.539858046,0.429852171,0,0,0
3.1352,-0.545310918,0.338780585,0.206530333,-0.970588474,0.527098223,0.44349025,0,0,0
3.13525,-0.54645306,0.331930807,0.214522253,-0.971227252,0.514208347,0.457018905,0,0,0
3.1353,-0.547460373,0.32499913,0.222461243,-0.971626395,0.501191597,0.470434797,0,0,0
3.13535,-0.548332608,0.317987264,0.230345344,-0.971785803,0.488051186,0.483734616,0,0,0
3.1354,-0.549069551,0.31089694,0.238172611,-0.971705438,0.474790356,0.496915082,0,0,0
3.13545,-0.549671019,0.303729907,0.245941112,-0.971385319,0.461412378,0.50997294,0,0,0
3.1355,-0.550136863,0.296487933,0.25364893,-0.970825525,0.447920554,0.522904971,0,0,0
3.13555,-0.55046697,0.289172805,0.261294165,-0.970026194,0.434318212,0.535707982,0,0,0
3.1356,-0.550661257,0.281786328,0.268874929,-0.968987524,0.420608708,0.548378816,0,0,0
3.13565,-0.550719677,0.274330324,0.276389353,-0.967709771,0.406795426,0.560914345,0,0,0
3.1357,-0.550642215,0.266806634,0.283835581,-0.96619325,0.392881773,0.573311478,0,0,0
3.13575,-0.55042889,0.259217112,0.291211778,-0.964438336,0.378871182,0.585567154,0,0,0
3.1358,-0.550079755,0.251563633,0.298516122,-0.96244546,0.36476711,0.59767835,0,0,0
3.13585,-0.549594896,0.243848085,0.305746811,-0.960215116,0.350573038,0.609642078,0,0,0
3.1359,-0.548974433,0.23607237,0.312902063,-0.957747852,0.336292466,0.621455386,0,0,0
3.13595,-0.548218519,0.228238408,0.31998011,-0.955044279,0.32192892,0.633115359,0,0,0
3.136,-0.547327339,0.220348132,0.326979207,-0.952105063,0.307485943,0.64461912,0,0,0
3.13605,-0.546301115,0.212403488,0.333897627,-0.948930929,0.292967098,0.655963832,0,0,0
3.1361,-0.5451401,0.204406437,0.340733663,-0.945522661,0.278375967,0.667146694,0,0,0
3.13615,-0.543844579,0.196358952,0.347485627,-0.941881099,0.263716152,0.678164947,0,0,0
3.1362,-0.542414873,0.188263018,0.354151855,-0.938007143,0.248991269,0.689015874,0,0,0
3.13625,-0.540851334,0.180120632,0.360730701,-0.933901746,0.234204951,0.699696796,0,0,0
3.1363,-0.539154348,0.171933805,0.367220543,-0.929565924,0.219360846,0.710205078,0,0,0
3.13635,-0.537324334,0.163704556,0.373619778,-0.925000745,0.204462617,0.720538128,0,0,0
3.1364,-0.535361743,0.155434915,0.379926828,-0.920207336,0.18951394,0.730693396,0,0,0
3.13645,-0.533267059,0.147126923,0.386140136,-0.91518688,0.174518503,0.740668376,0,0,0
3.1365,-0.5310408,0.138782629,0.392258171,-0.909940615,0.159480007,0.750460608,0,0,0
3.13655,-0.528683514,0.130404093,0.398279421,-0.904469836,0.144402161,0.760067674,0,0,0
3.1366,-0.526195784,0.121993382,0.404202402,-0.898775892,0.129288686,0.769487206,0,0,0
3.13665,-0.523578223,0.11355257,0.410025653,-0.892860189,0.114143312,0.778716877,0,0,0
3.1367,-0.520831477,0.105083741,0.415747735,-0.886724186,0.098969774,0.787754412,0,0,0
3.13675,-0.517956223,0.096588985,0.421367238,-0.880369397,0.083771816,0.796597581,0,0,0
3.1368,-0.514953171,0.088070396,0.426882775,-0.87379739,0.068553189,0.805244201,0,0,0
3.13685,-0.511823063,0.079530077,0.432292985,-0.867009787,0.053317648,0.813692138,0,0,0
3.1369,-0.508566669,0.070970136,0.437596533,-0.860008262,0.038068952,0.82193931,0,0,0
3.13695,-0.505184795,0.062392684,0.442792111,-0.852794542,0.022810862,0.82998368,0,0,0
3.137,-0.501678273,0.053799837,0.447878436,-0.845370409,0.007547144,0.837823265,0,0,0
3.13705,-0.498047971,0.045193716,0.452854255,-0.837737693,-0.007718436,0.845456128,0,0,0
3.1371,-0.494294782,0.036576444,0.457718338,-0.829898278,-0.022982111,0.852880389,0,0,0
3.13715,-0.490419633,0.027950147,0.462469486,-0.821854097,-0.038240116,0.860094214,0,0,0
3.1372,-0.486423481,0.019316955,0.467106526,-0.813607137,-0.053488686,0.867095823,0,0,0
3.13725,-0.482307311,0.010678995,0.471628315,-0.805159431,-0.068724058,0.873883489,0,0,0
3.1373,-0.478072139,0.002038402,0.476033737,-0.796513064,-0.083942474,0.880455538,0,0,0
3.13735,-0.473719009,-0.006602695,0.480321704,-0.78767017,-0.099140178,0.886810348,0,0,0
3.1374,-0.469248997,-0.015242163,0.48449116,-0.778632929,-0.114313421,0.89294635,0,0,0
3.13745,-0.464663204,-0.02387787,0.488541074,-0.769403573,-0.129458458,0.898862031,0,0,0
3.1375,-0.459962763,-0.032507686,0.492470448,-0.759984378,-0.144571554,0.904555932,0,0,0
3.13755,-0.455148833,-0.04112948,0.496278313,-0.750377668,-0.159648979,0.910026647,0,0,0
3.1376,-0.450222601,-0.049741127,0.499963728,-0.740585813,-0.174687013,0.915272826,0,0,0
3.13765,-0.445185284,-0.058340501,0.503525785,-0.73061123,-0.189681945,0.920293176,0,0,0
3.1377,-0.440038125,-0.06692548,0.506963604,-0.72045638,-0.204630076,0.925086457,0,0,0
3.13775,-0.434782392,-0.075493946,0.510276338,-0.710123768,-0.219527718,0.929651486,0,0,0
3.1378,-0.429419383,-0.084043785,0.513463168,-0.699615943,-0.234371195,0.933987138,0,0,0
3.13785,-0.423950422,-0.092572888,0.516523309,-0.688935499,-0.249156844,0.938092343,0,0,0
3.1379,-0.418376857,-0.10107915,0.519456006,-0.67808507,-0.263881017,0.941966088,0,0,0
3.13795,-0.412700063,-0.109560472,0.522260535,-0.667067334,-0.278540082,0.945607416,0,0,0
3.138,-0.406921443,-0.118014761,0.524936204,-0.655885009,-0.293130421,0.94901543,0,0,0
3.13805,-0.40104242,-0.126439932,0.527482352,-0.644540854,-0.307648435,0.952189289,0,0,0
3.1381,-0.395064446,-0.134833906,0.529898353,-0.633037669,-0.32209054,0.955128209,0,0,0
3.13815,-0.388988996,-0.143194612,0.532183608,-0.62137829,-0.336453175,0.957831466,0,0,0
3.1382,-0.382817569,-0.151519987,0.534337556,-0.609565596,-0.350732795,0.960298392,0,0,0
3.13825,-0.376551688,-0.159807976,0.536359663,-0.597602501,-0.364925877,0.962528378,0,0,0
3.1383,-0.370192897,-0.168056535,0.538249432,-0.585491956,-0.379028919,0.964520876,0,0,0
3.13835,-0.363742768,-0.176263629,0.540006396,-0.57323695,-0.393038442,0.966275392,0,0,0
3.1384,-0.35720289,-0.184427232,0.541630122,-0.560840506,-0.406950988,0.967791494,0,0,0
3.13845,-0.350574877,-0.192545331,0.543120208,-0.548305684,-0.420763124,0.969068808,0,0,0
3.1385,-0.343860366,-0.200615921,0.544476287,-0.535635575,-0.434471444,0.970107019,0,0,0
3.13855,-0.337061012,-0.208637013,0.545698026,-0.522833306,-0.448072565,0.97090587,0,0,0
3.1386,-0.330178494,-0.216606627,0.546785121,-0.509902035,-0.46156313,0.971465165,0,0,0
3.13865,-0.323214508,-0.224522797,0.547737305,-0.496844954,-0.474939812,0.971784766,0,0,0
3.1387,-0.316170775,-0.232383569,0.548554343,-0.483665284,-0.488199309,0.971864593,0,0,0
3.13875,-0.309049031,-0.240187003,0.549236034,-0.470366277,-0.50133835,0.971704627,0,0,0
3.1388,-0.301851034,-0.247931175,0.549782209,-0.456951214,-0.514353694,0.971304908,0,0,0
3.13885,-0.294578559,-0.255614174,0.550192733,-0.443423405,-0.527242128,0.970665533,0,0,0
3.1389,-0.287233402,-0.263234104,0.550467506,-0.429786188,-0.540000474,0.969786662,0,0,0
3.13895,-0.279817374,-0.270789085,0.550606459,-0.416042927,-0.552625582,0.96866851,0,0,0
3.139,-0.272332306,-0.278277252,0.550609558,-0.402197015,-0.565114339,0.967311353,0,0,0
3.13905,-0.264780044,-0.285696759,0.550476802,-0.388251866,-0.577463661,0.965715527,0,0,0
3.1391,-0.257162451,-0.293045774,0.550208225,-0.374210922,-0.589670504,0.963881425,0,0,0
3.13915,-0.249481407,-0.300322485,0.549803892,-0.360077647,-0.601731854,0.9618095,0,0,0
3.1392,-0.241738807,-0.307525096,0.549263902,-0.345855528,-0.613644735,0.959500263,0,0,0
3.13925,-0.233936562,-0.314651829,0.548588391,-0.331548074,-0.625406209,0.956954283,0,0,0
3.1393,-0.226076596,-0.321700927,0.547777523,-0.317158816,-0.637013373,0.954172189,0,0,0
3.13935,-0.21816085,-0.32867065,0.546831499,-0.302691304,-0.648463364,0.951154668,0,0,0
3.1394,-0.210191275,-0.335559278,0.545750553,-0.288149107,-0.659753356,0.947902463,0,0,0
3.13945,-0.202169839,-0.342365113,0.544534951,-0.273535814,-0.670880564,0.944416378,0,0,0
3.1395,-0.194098521,-0.349086473,0.543184994,-0.258855029,-0.681842242,0.940697272,0,0,0
3.13955,-0.185979311,-0.355721702,0.541701013,-0.244110377,-0.692635686,0.936746063,0,0,0
3.1396,-0.177814214,-0.362269162,0.540083376,-0.229305493,-0.703258232,0.932563726,0,0,0
3.13965,-0.169605245,-0.368727237,0.538332482,-0.214444032,-0.71370726,0.928151292,0,0,0
3.1397,-0.161354427,-0.375094335,0.536448761,-0.19952966,-0.723980191,0.923509852,0,0,0
3.13975,-0.153063798,-0.381368883,0.534432681,-0.184566057,-0.734074491,0.918640549,0,0,0
3.1398,-0.144735402,-0.387549334,0.532284737,-0.169556916,-0.743987669,0.913544585,0,0,0
3.13985,-0.136371296,-0.393634164,0.530005459,-0.154505938,-0.75371728,0.908223218,0,0,0
3.1399,-0.127973541,-0.39962187,0.527595411,-0.139416839,-0.763260922,0.90267776,0,0,0
3.13995,-0.119544211,-0.405510975,0.525055186,-0.12429334,-0.77261624,0.89690958,0,0,0
3.14,-0.111085386,-0.411300027,0.522385412,-0.109139174,-0.781780927,0.890920101,0,0,0
3.14005,-0.102599151,-0.416987596,0.519586747,-0.09395808,-0.790752721,0.884710801,0,0,0
3.1401,-0.094087602,-0.42257228,0.516659882,-0.078753803,-0.799529409,0.878283212,0,0,0
3.14015,-0.085552838,-0.428052701,0.513605539,-0.063530094,-0.808108825,0.871638919,0,0,0
3.1402,-0.076996966,-0.433427506,0.510424471,-0.04829071,-0.816488853,0.864779563,0,0,0
3.14025,-0.068422095,-0.438695369,0.507117464,-0.033039412,-0.824667424,0.857706835,0,0,0
3.1403,-0.059830342,-0.443854991,0.503685333,-0.017779961,-0.83264252,0.850422481,0,0,0
3.14035,-0.051223828,-0.448905098,0.500128926,-0.002516124,-0.840412174,0.842928298,0,0,0
3.1404,-0.042604674,-0.453844445,0.496449118,0.012748335,-0.84797447,0.835226135,0,0,0
3.14045,-0.033975008,-0.458671812,0.49264682,0.028009648,-0.85532754,0.827317892,0,0,0
3.1405,-0.02533696,-0.463386009,0.488722968,0.04326405,-0.862469571,0.819205521,0,0,0
3.14055,-0.01669266,-0.467985872,0.484678532,0.058507777,-0.869398801,0.810891024,0,0,0
3.1406,-0.008044241,-0.472470267,0.480514508,0.073737068,-0.876113519,0.802376451,0,0,0
3.14065,0.000606163,-0.476838086,0.476231924,0.088948166,-0.882612069,0.793663904,0,0,0
3.1407,0.009256416,-0.481088254,0.471831837,0.104137317,-0.888892849,0.784755532,0,0,0
3.14075,0.017904386,-0.485219719,0.467315333,0.119300774,-0.894954307,0.775653533,0,0,0
3.1408,0.026547939,-0.489231464,0.462683525,0.134434795,-0.900794948,0.766360153,0,0,0
3.14085,0.035184941,-0.493122499,0.457937558,0.149535646,-0.906413332,0.756877686,0,0,0
3.1409,0.043813262,-0.496891863,0.453078601,0.164599602,-0.911808072,0.74720847,0,0,0
3.14095,0.052430772,-0.500538626,0.448107854,0.179622945,-0.916977837,0.737354892,0,0,0
3.141,0.061035346,-0.504061889,0.443026543,0.194601969,-0.921921352,0.727319383,0,0,0
3.14105,0.069624861,-0.507460782,0.437835922,0.209532978,-0.926637396,0.717104418,0,0,0
3.1411,0.078197196,-0.510734467,0.432537271,0.224412287,-0.931124806,0.706712519,0,0,0
3.14115,0.086750238,-0.513882136,0.427131898,0.239236227,-0.935382475,0.696146248,0,0,0
3.1412,0.095281875,-0.516903012,0.421621137,0.254001138,-0.939409353,0.685408214,0,0,0
3.14125,0.103790003,-0.51979635,0.416006347,0.268703378,-0.943204445,0.674501066,0,0,0
3.1413,0.112272522,-0.522561436,0.410288914,0.28333932,-0.946766815,0.663427495,0,0,0
